1000 47978
140 254 7
140 306 20
140 310 29
140 351 2
140 402 50
140 421 35
140 455 30
140 480 38
140 491 13
140 506 2
140 555 -2
140 561 22
140 598 38
140 604 10
140 636 43
140 656 7
140 675 29
140 684 37
140 748 11
140 766 2
140 788 17
140 798 37
140 828 4
140 835 34
140 849 9
140 859 26
140 876 50
140 894 31
140 927 47
140 933 25
140 961 17
141 16 15
141 26 31
141 35 6
141 47 6
141 88 27
141 101 30
141 150 16
141 156 40
141 175 12
141 178 16
141 199 42
141 230 43
141 239 -1
141 259 2
141 263 19
141 282 1
141 309 47
141 335 32
141 337 2
141 345 14
141 351 3
141 369 44
141 382 13
141 408 22
141 478 4
141 486 27
141 499 -1
141 510 22
141 513 50
141 518 46
141 521 32
141 544 42
141 563 32
141 571 5
141 590 13
141 608 12
141 612 49
141 616 12
141 629 20
141 633 21
141 644 24
141 655 -2
141 667 46
141 676 50
141 705 0
141 721 49
141 725 34
141 763 7
141 764 43
141 776 25
141 785 28
141 786 44
141 805 41
141 806 1
141 819 28
141 820 43
141 826 10
141 844 18
141 857 29
141 871 49
141 899 31
141 916 47
141 948 1
141 963 40
141 972 49
141 979 49
142 8 11
142 35 19
142 48 14
142 49 40
142 83 18
142 97 45
142 108 27
142 115 36
142 129 25
142 139 38
142 143 47
142 150 42
142 163 4
142 201 6
142 203 30
142 215 48
142 277 8
142 303 13
142 311 42
142 312 -2
142 332 38
142 383 48
142 385 12
142 417 11
142 433 39
142 434 43
142 437 42
142 442 14
142 449 9
142 466 37
142 482 18
142 485 15
142 488 20
142 556 27
142 570 14
142 572 39
142 596 31
142 607 30
142 614 10
142 653 47
142 663 13
142 685 31
142 686 23
142 695 7
142 710 15
142 721 31
142 730 17
142 732 49
142 746 0
142 755 48
142 811 35
142 822 41
142 831 16
142 865 43
142 868 20
142 900 18
142 925 42
142 933 1
142 934 13
142 941 46
142 945 24
142 970 12
142 974 30
142 998 26
143 17 42
143 36 5
143 57 41
143 118 33
143 159 38
143 170 43
143 175 16
143 177 50
143 186 5
143 195 17
143 208 44
143 211 27
143 223 21
143 226 26
143 255 18
143 259 6
143 287 28
143 288 15
143 333 0
143 352 46
143 381 20
143 400 20
143 443 24
143 448 41
143 457 13
143 467 27
143 470 32
143 479 44
143 516 4
143 535 22
143 551 24
143 555 45
143 587 48
143 600 31
143 643 17
143 645 4
143 696 22
143 703 11
143 719 20
143 760 43
143 765 29
143 804 35
143 806 50
143 890 49
143 894 6
143 901 38
143 910 15
143 922 12
143 924 34
143 931 -1
143 958 39
143 993 16
143 995 32
144 1 21
144 3 15
144 18 21
144 40 27
144 52 15
144 65 49
144 72 33
144 134 43
144 194 33
144 204 35
144 262 46
144 269 20
144 276 20
144 277 7
144 297 10
144 327 39
144 377 38
144 383 38
144 426 37
144 456 5
144 463 34
144 527 40
144 537 42
144 542 45
144 558 31
144 564 44
144 592 9
144 607 0
144 615 28
144 626 50
144 628 20
144 649 46
144 668 43
144 683 35
144 728 10
144 763 3
144 776 14
144 799 28
144 801 19
144 804 5
144 828 29
144 861 43
144 865 -1
144 970 42
144 985 48
144 986 27
144 996 3
145 5 24
145 18 19
145 24 7
145 66 26
145 67 1
145 70 26
145 74 17
145 75 9
145 87 14
145 112 17
145 116 46
145 178 34
145 213 47
145 217 45
145 225 37
145 252 47
145 261 12
145 263 23
145 266 4
145 331 9
145 345 23
145 356 20
145 408 38
145 424 15
145 436 38
145 478 -2
145 489 36
145 498 25
145 501 25
145 535 12
145 548 1
145 618 43
145 658 38
145 698 24
145 709 13
145 728 43
145 761 -1
145 773 28
145 795 13
145 814 47
145 823 33
145 830 31
145 832 9
145 839 50
145 842 13
145 846 14
145 873 1
145 878 36
145 879 24
145 881 39
145 918 31
145 931 25
145 933 23
145 950 19
145 962 49
145 996 5
146 8 42
146 12 -1
146 19 21
146 22 37
146 25 27
146 34 49
146 36 21
146 42 34
146 84 22
146 126 5
146 151 18
146 162 9
146 183 29
146 193 7
146 202 5
146 275 30
146 281 14
146 310 6
146 329 6
146 355 13
146 390 9
146 414 43
146 419 17
146 425 9
146 467 46
146 482 47
146 500 8
146 533 14
146 561 40
146 587 50
146 621 6
146 664 33
146 680 38
146 684 17
146 699 10
146 716 2
146 741 24
146 743 27
146 827 33
146 845 48
146 847 28
146 853 28
146 874 6
146 883 39
146 886 29
146 891 6
146 904 0
146 907 43
146 915 20
146 966 20
146 968 20
146 978 19
146 988 27
146 998 36
147 30 48
147 51 32
147 58 38
147 80 34
147 82 5
147 92 17
147 106 33
147 115 19
147 125 0
147 130 40
147 193 47
147 201 41
147 205 19
147 212 7
147 231 15
147 252 22
147 257 24
147 295 -1
147 305 34
147 320 10
147 329 18
147 353 6
147 397 9
147 401 36
147 416 27
147 423 46
147 424 35
147 460 1
147 466 18
147 468 10
147 479 18
147 496 1
147 522 1
147 582 35
147 603 13
147 635 39
147 638 20
147 644 25
147 647 50
147 664 9
147 676 1
147 715 13
147 721 49
147 727 10
147 750 40
147 756 48
147 769 17
147 778 36
147 786 33
147 831 18
147 847 4
147 849 1
147 870 37
147 881 35
147 898 43
147 899 5
147 907 19
147 943 32
147 949 26
147 972 47
148 6 14
148 133 26
148 151 27
148 208 46
148 231 12
148 233 4
148 302 34
148 310 47
148 378 23
148 392 43
148 408 8
148 409 33
148 426 -1
148 436 2
148 448 31
148 479 0
148 515 26
148 518 20
148 519 27
148 550 16
148 563 20
148 590 12
148 602 24
148 644 37
148 652 28
148 669 24
148 713 36
148 743 -1
148 815 6
148 834 8
148 855 31
148 907 43
148 931 5
148 974 12
149 42 13
149 44 11
149 45 29
149 59 36
149 85 5
149 173 29
149 174 48
149 217 21
149 234 3
149 272 27
149 295 35
149 319 24
149 331 38
149 338 27
149 348 2
149 379 -2
149 434 10
149 449 48
149 451 8
149 521 17
149 550 4
149 553 30
149 575 5
149 582 28
149 583 6
149 590 9
149 593 23
149 611 46
149 614 24
149 688 4
149 698 13
149 700 30
149 721 8
149 762 40
149 768 13
149 772 3
149 789 49
149 841 13
149 865 36
149 876 5
149 914 31
149 923 45
149 927 14
149 953 30
149 954 -1
150 6 31
150 26 4
150 29 31
150 35 14
150 36 30
150 37 6
150 76 45
150 79 29
150 97 21
150 98 19
150 103 8
150 125 48
150 145 4
150 153 16
150 195 23
150 237 9
150 272 19
150 277 31
150 286 15
150 292 2
150 308 23
150 310 14
150 312 46
150 321 2
150 355 3
150 360 -2
150 362 42
150 397 33
150 400 0
150 402 40
150 445 28
150 471 50
150 523 8
150 526 4
150 532 7
150 535 16
150 556 1
150 563 27
150 579 -1
150 586 27
150 627 44
150 655 47
150 672 25
150 687 11
150 693 21
150 715 34
150 752 6
150 755 37
150 756 21
150 764 42
150 772 48
150 774 39
150 860 17
150 868 29
150 880 9
150 913 -2
150 914 20
150 932 34
150 971 35
150 992 21
150 999 16
151 40 26
151 58 -2
151 78 27
151 93 10
151 139 6
151 197 41
151 202 20
151 235 45
151 248 31
151 250 27
151 259 44
151 286 34
151 369 24
151 415 17
151 424 7
151 448 23
151 462 -2
151 523 20
151 544 49
151 557 41
151 564 25
151 569 46
151 602 8
151 621 40
151 648 15
151 663 -1
151 668 8
151 670 17
151 672 32
151 728 34
151 792 43
151 805 -2
151 810 4
151 811 31
151 821 22
151 831 46
151 848 50
151 868 21
151 937 29
151 940 39
151 951 16
151 954 49
151 990 12
152 1 42
152 26 -2
152 33 3
152 69 23
152 78 11
152 112 10
152 115 16
152 116 37
152 128 38
152 131 49
152 135 47
152 171 9
152 239 26
152 244 40
152 277 5
152 304 42
152 348 2
152 391 13
152 439 18
152 450 7
152 480 15
152 510 14
152 537 47
152 549 15
152 556 24
152 647 37
152 661 44
152 662 5
152 667 23
152 705 22
152 724 46
152 732 49
152 735 37
152 768 2
152 772 -2
152 812 43
152 834 42
152 875 7
152 889 -1
152 896 6
152 897 -1
152 921 13
152 951 20
152 957 37
153 19 49
153 27 7
153 60 13
153 77 24
153 97 33
153 110 0
153 126 9
153 129 42
153 146 22
153 151 14
153 185 15
153 201 33
153 223 13
153 254 10
153 263 14
153 286 44
153 301 24
153 304 18
153 305 34
153 332 46
153 363 21
153 364 3
153 366 11
153 408 49
153 410 19
153 426 -2
153 439 34
153 448 3
153 452 15
153 455 13
153 466 17
153 470 37
153 500 3
153 511 7
153 525 33
153 548 19
153 574 33
153 586 2
153 596 22
153 606 4
153 607 38
153 624 13
153 695 44
153 697 15
153 732 33
153 746 30
153 751 41
153 753 32
153 765 35
153 782 16
153 819 32
153 842 25
153 855 18
153 857 41
153 869 20
153 889 25
153 894 14
153 910 32
153 928 34
153 935 24
153 949 22
153 984 6
153 996 2
154 16 17
154 41 21
154 44 6
154 51 7
154 61 29
154 65 25
154 111 35
154 134 45
154 153 5
154 185 25
154 215 42
154 230 42
154 231 7
154 244 22
154 247 -1
154 249 16
154 257 35
154 307 0
154 341 8
154 357 32
154 361 10
154 375 16
154 382 17
154 389 33
154 401 48
154 403 0
154 412 29
154 418 12
154 453 30
154 576 24
154 584 10
154 624 33
154 635 43
154 660 37
154 673 29
154 680 5
154 684 5
154 687 21
154 695 29
154 710 38
154 715 19
154 717 24
154 765 7
154 788 22
154 790 22
154 793 14
154 831 46
154 857 12
154 877 40
154 878 45
154 900 12
154 917 33
154 935 33
154 954 22
154 966 7
154 993 26
155 11 10
155 31 7
155 33 16
155 74 41
155 89 44
155 96 45
155 108 4
155 111 18
155 136 24
155 138 48
155 217 13
155 229 2
155 236 7
155 265 47
155 294 45
155 305 10
155 306 34
155 326 33
155 350 48
155 362 8
155 381 28
155 399 15
155 427 8
155 432 47
155 454 10
155 479 46
155 510 34
155 530 13
155 549 22
155 550 24
155 597 19
155 623 32
155 628 4
155 647 22
155 658 45
155 659 19
155 681 1
155 706 2
155 715 14
155 716 31
155 722 1
155 724 45
155 739 13
155 761 9
155 763 1
155 776 17
155 783 -2
155 835 40
155 846 33
155 867 5
155 876 12
155 892 48
155 906 -1
155 911 35
155 914 25
155 918 47
155 919 22
155 924 43
155 927 38
155 968 -2
155 983 23
156 27 13
156 76 31
156 98 36
156 103 14
156 144 20
156 167 41
156 179 1
156 195 48
156 237 26
156 242 9
156 248 13
156 262 20
156 284 45
156 286 37
156 287 33
156 290 21
156 303 17
156 314 40
156 321 44
156 378 32
156 379 20
156 409 34
156 416 26
156 452 27
156 474 28
156 523 15
156 525 4
156 560 8
156 595 9
156 597 18
156 621 24
156 645 23
156 689 30
156 701 42
156 707 44
156 723 17
156 724 24
156 729 22
156 768 25
156 777 24
156 781 21
156 784 29
156 791 41
156 797 42
156 806 47
156 814 23
156 829 0
156 830 20
156 835 16
156 855 40
156 856 18
156 883 5
156 884 44
156 894 33
156 897 44
156 903 10
156 926 43
156 927 42
156 931 11
156 932 21
156 935 33
156 996 4
157 18 22
157 19 25
157 27 31
157 58 48
157 75 42
157 93 48
157 126 45
157 168 6
157 178 32
157 214 48
157 244 11
157 264 31
157 281 9
157 291 29
157 341 29
157 347 16
157 351 13
157 359 48
157 382 21
157 384 23
157 416 2
157 441 36
157 443 24
157 488 24
157 503 48
157 509 40
157 511 30
157 513 17
157 517 11
157 529 9
157 538 31
157 564 26
157 592 45
157 625 36
157 642 21
157 672 1
157 676 12
157 683 34
157 732 11
157 734 4
157 742 9
157 816 38
157 820 17
157 849 41
157 892 27
157 896 42
157 926 25
157 949 42
157 976 9
157 998 14
158 19 -1
158 80 26
158 96 29
158 113 11
158 122 34
158 164 45
158 169 47
158 205 41
158 206 40
158 210 19
158 212 28
158 221 23
158 260 33
158 328 42
158 349 47
158 377 25
158 431 16
158 439 35
158 445 19
158 474 46
158 503 -1
158 529 25
158 545 22
158 559 12
158 560 0
158 596 33
158 606 50
158 614 39
158 619 48
158 620 33
158 637 16
158 646 22
158 653 21
158 685 5
158 689 25
158 757 3
158 774 8
158 787 37
158 797 1
158 809 23
158 826 44
158 845 8
158 849 27
158 867 21
158 868 48
158 893 46
158 915 -2
158 919 13
158 931 18
158 980 31
159 52 28
159 76 38
159 104 46
159 138 42
159 143 35
159 144 20
159 145 18
159 187 10
159 198 48
159 214 12
159 259 10
159 264 31
159 279 49
159 295 49
159 319 28
159 328 11
159 354 46
159 364 44
159 373 50
159 380 49
159 382 35
159 386 4
159 400 4
159 402 9
159 414 16
159 423 4
159 482 0
159 496 48
159 517 28
159 535 30
159 571 24
159 609 37
159 644 49
159 693 34
159 703 28
159 732 44
159 736 31
159 780 14
159 800 48
159 801 31
159 838 5
159 855 46
159 861 14
159 887 17
159 915 45
159 927 8
160 15 28
160 21 2
160 52 4
160 53 36
160 60 21
160 87 39
160 121 38
160 141 47
160 153 34
160 156 38
160 165 47
160 191 20
160 215 23
160 251 7
160 308 38
160 310 21
160 314 22
160 320 6
160 360 39
160 373 23
160 386 7
160 409 35
160 425 39
160 440 22
160 497 24
160 518 16
160 527 16
160 542 2
160 573 33
160 592 27
160 680 49
160 707 8
160 709 42
160 733 14
160 734 41
160 752 -2
160 773 0
160 783 42
160 784 22
160 793 12
160 797 33
160 814 2
160 829 31
160 844 33
160 853 9
160 864 35
160 881 -1
160 891 44
160 905 13
160 921 42
160 965 32
160 973 15
161 28 12
161 69 49
161 73 33
161 92 6
161 103 40
161 118 9
161 121 31
161 145 21
161 198 12
161 206 -1
161 216 47
161 261 46
161 265 18
161 280 25
161 301 44
161 319 25
161 329 23
161 336 40
161 358 17
161 415 7
161 438 42
161 449 4
161 462 46
161 474 0
161 496 12
161 498 12
161 517 14
161 537 34
161 612 16
161 630 37
161 647 27
161 649 45
161 661 24
161 671 49
161 686 14
161 698 26
161 749 11
161 750 -2
161 759 12
161 781 42
161 785 33
161 797 48
161 816 18
161 823 13
161 827 1
161 835 9
161 842 -2
161 860 42
161 902 22
161 904 50
161 914 9
161 969 41
161 976 33
161 997 19
162 20 35
162 56 23
162 79 22
162 89 20
162 98 0
162 139 33
162 150 7
162 168 27
162 201 44
162 208 15
162 228 40
162 234 31
162 257 1
162 315 22
162 319 44
162 348 34
162 374 26
162 381 -2
162 396 23
162 417 24
162 468 35
162 506 37
162 551 34
162 608 3
162 649 0
162 652 25
162 698 37
162 707 39
162 710 25
162 720 36
162 729 27
162 747 26
162 758 18
162 798 39
162 806 11
162 815 1
162 844 12
162 849 18
162 867 19
162 873 31
162 937 50
162 945 45
162 954 11
162 964 2
162 994 13
163 15 10
163 30 30
163 40 31
163 44 32
163 51 1
163 57 12
163 87 45
163 136 27
163 150 10
163 178 37
163 194 35
163 281 37
163 282 27
163 286 5
163 309 25
163 322 41
163 343 -1
163 392 39
163 407 22
163 429 41
163 443 18
163 463 37
163 467 25
163 474 28
163 498 9
163 531 29
163 540 16
163 564 36
163 570 30
163 571 25
163 608 17
163 688 48
163 699 12
163 703 15
163 721 47
163 738 42
163 748 26
163 773 20
163 805 46
163 832 -1
163 844 7
163 848 34
163 859 -2
163 911 20
163 937 36
163 945 17
163 955 10
163 996 21
164 6 33
164 13 18
164 95 37
164 110 30
164 120 0
164 134 36
164 172 40
164 186 2
164 193 1
164 222 20
164 230 14
164 316 7
164 331 17
164 368 6
164 369 -1
164 370 33
164 409 44
164 411 13
164 439 41
164 447 27
164 475 23
164 485 25
164 503 0
164 513 46
164 525 9
164 533 50
164 549 42
164 578 32
164 585 38
164 686 11
164 687 1
164 730 26
164 757 20
164 793 14
164 794 31
164 809 27
164 830 32
164 884 48
164 885 7
164 924 22
164 927 7
164 939 36
164 946 49
164 979 19
164 991 7
164 994 21
165 25 50
165 40 16
165 55 40
165 72 -1
165 80 29
165 81 31
165 97 31
165 99 44
165 129 21
165 131 20
165 164 12
165 190 22
165 216 22
165 283 36
165 285 34
165 300 42
165 301 26
165 309 48
165 329 17
165 343 3
165 416 14
165 427 16
165 442 15
165 477 35
165 496 -1
165 518 6
165 537 3
165 544 44
165 546 22
165 552 42
165 589 4
165 590 14
165 597 46
165 613 43
165 623 40
165 658 2
165 668 48
165 715 25
165 735 17
165 752 10
165 753 33
165 778 30
165 781 10
165 806 41
165 850 30
165 877 12
165 893 8
165 914 50
165 928 10
165 944 50
165 946 13
165 958 19
165 974 28
166 21 7
166 25 0
166 30 21
166 105 16
166 108 21
166 122 45
166 147 17
166 209 8
166 215 44
166 256 11
166 336 21
166 343 36
166 368 42
166 399 42
166 453 3
166 487 39
166 496 19
166 529 13
166 530 36
166 553 1
166 571 3
166 580 -2
166 611 18
166 617 29
166 667 24
166 668 32
166 691 33
166 717 44
166 722 23
166 723 46
166 736 33
166 755 6
166 783 34
166 808 30
166 827 0
166 828 1
166 842 -2
166 850 33
166 854 27
166 856 44
166 865 31
166 880 20
166 883 25
166 928 47
166 957 20
167 57 16
167 107 12
167 115 25
167 126 1
167 158 2
167 165 48
167 195 39
167 200 44
167 230 -2
167 235 16
167 253 8
167 284 5
167 288 14
167 317 40
167 339 31
167 373 14
167 376 31
167 388 21
167 400 35
167 411 36
167 421 30
167 433 22
167 453 2
167 477 31
167 502 43
167 523 2
167 529 7
167 533 36
167 540 46
167 564 45
167 569 21
167 578 18
167 582 13
167 587 36
167 626 46
167 646 5
167 670 9
167 686 9
167 760 19
167 772 42
167 782 16
167 801 45
167 852 4
167 854 31
167 876 25
167 894 43
167 932 9
167 963 30
167 974 6
167 981 30
168 13 44
168 16 0
168 25 32
168 26 6
168 37 49
168 59 42
168 73 45
168 81 3
168 95 19
168 165 37
168 171 20
168 221 49
168 223 26
168 232 38
168 306 43
168 337 19
168 355 30
168 366 16
168 395 -1
168 402 39
168 414 38
168 435 5
168 463 46
168 493 26
168 501 33
168 543 43
168 594 7
168 600 15
168 629 36
168 652 27
168 654 22
168 680 34
168 685 20
168 687 32
168 691 3
168 702 40
168 709 7
168 725 47
168 752 25
168 756 -2
168 768 7
168 803 46
168 878 41
168 887 14
168 890 10
168 903 27
168 930 42
168 937 17
168 949 32
168 967 35
168 982 42
168 987 49
168 988 10
169 24 34
169 34 47
169 45 40
169 68 24
169 90 23
169 106 42
169 111 18
169 118 29
169 120 15
169 121 13
169 122 15
169 198 3
169 206 7
169 243 45
169 251 4
169 263 46
169 292 39
169 310 39
169 315 19
169 339 50
169 356 14
169 375 29
169 379 47
169 422 11
169 439 33
169 441 5
169 449 21
169 508 18
169 571 46
169 572 0
169 583 32
169 595 25
169 600 50
169 634 46
169 653 5
169 717 25
169 722 15
169 729 40
169 749 14
169 763 41
169 768 28
169 804 22
169 815 31
169 851 46
169 871 19
169 873 19
169 874 1
169 957 25
169 961 3
169 974 34
169 977 13
170 1 21
170 4 0
170 19 29
170 20 14
170 45 10
170 58 2
170 102 48
170 120 48
170 137 24
170 138 47
170 143 18
